"PLAYER_FULL_NAME","OWN_TEAM","Position","Age","Height","Weight","Salary","Team","injury_status","injury_date","clean_note","return_date","injury_scrape_date"
"Blake Griffin23","Detroit","PF",29,"6' 10""",250,32088932,"Detroit Pistons",NA,NA,NA,NA,NA
"Boban Marjanovic51","Philadelphia","C",30,"7' 3""",290,7e+06,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Bobby Portis5","Washington","PF",24,"6' 11""",250,2494346,"Washington Wizards",NA,NA,NA,NA,NA
"Bogdan Bogdanovic8","Sacramento","SG",26,"6' 6""",205,9e+06,"Sacramento Kings",NA,NA,NA,NA,NA
"Bojan Bogdanovic44","Indiana","SF",29,"6' 8""",216,10500000,"Indiana Pacers",NA,NA,NA,NA,NA
"Bonzie Colson50","Milwaukee","PF",23,"6' 6""",225,NA,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Brad Wanamaker9","Boston","PG",29,"6' 4""",210,838464,"Boston Celtics",NA,NA,NA,NA,NA
"Bradley Beal3","Washington","SG",25,"6' 5""",207,25434263,"Washington Wizards",NA,NA,NA,NA,NA
"Brandon Goodwin6","Denver","PG",23,"6' 2""",180,630032,"Denver Nuggets",NA,NA,NA,NA,NA
"Brandon Ingram14","LA Lakers","SF",21,"6' 9""",190,5757120,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Brandon Knight20","Cleveland","PG",27,"6' 3""",195,14631250,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Brandon Sampson44","Chicago","SG",21,"6' 5""",184,NA,"Chicago Bulls",NA,NA,NA,NA,NA
"Brook Lopez11","Milwaukee","C",30,"7' 0""",270,3382000,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Bruce Brown6","Detroit","SG",22,"6' 5""",202,838464,"Detroit Pistons",NA,NA,NA,NA,NA
"Bruno Caboclo5","Memphis","SF",23,"6' 9""",218,NA,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Bryn Forbes11","San Antonio","SG",25,"6' 3""",190,3125000,"San Antonio Spurs",NA,NA,NA,NA,NA
"Buddy Hield24","Sacramento","SG",26,"6' 4""",214,3844760,"Sacramento Kings",NA,NA,NA,NA,NA
"C.J. Williams12","Minnesota","SG",29,"6' 5""",226,NA,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Caleb Swanigan50","Sacramento","PF",21,"6' 9""",250,1740000,"Sacramento Kings",NA,NA,NA,NA,NA
"Caris LeVert22","Brooklyn","SG",24,"6' 7""",204,1702800,"Brooklyn Nets",NA,NA,NA,NA,NA
"Cedi Osman16","Cleveland","SF",23,"6' 8""",215,2775000,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Chandler Hutchison15","Chicago","SF",22,"6' 7""",197,1990520,"Chicago Bulls",NA,NA,NA,NA,NA
"Chandler Parsons25","Memphis","SF",30,"6' 10""",230,24107258,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Channing Frye9","Cleveland","PF",35,"7' 0""",255,1512601,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Chasson Randle9","Washington","PG",26,"6' 2""",185,869094,"Washington Wizards",NA,NA,NA,NA,NA
"Cheick Diallo13","New Orleans","PF",22,"6' 9""",220,1544951,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Chimezie Metu7","San Antonio","PF",21,"6' 10""",225,838464,"San Antonio Spurs",NA,NA,NA,NA,NA
"Chris Boucher25","Toronto","PF",26,"6' 10""",200,457418,"Toronto Raptors",NA,NA,NA,NA,NA
"Chris Paul3","Houston","PG",33,"6' 0""",175,35654150,"Houston Rockets",NA,NA,NA,NA,NA
"Christian Wood35","Milwaukee","PF",23,"6' 10""",214,1512601,"Milwaukee Bucks",NA,NA,NA,NA,NA
"CJ McCollum3","Portland","SG",27,"6' 3""",190,25759766,"Portland Trailblazers",NA,NA,NA,NA,NA
"CJ Miles6","Memphis","SF",31,"6' 6""",220,8333333,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Clint Capela15","Houston","C",24,"6' 10""",240,15293104,"Houston Rockets",NA,NA,NA,NA,NA
"Cody Zeller40","Charlotte","C",26,"7' 0""",240,13528090,"Charlotte Hornets",NA,NA,NA,NA,NA
"Collin Sexton2","Cleveland","PG",20,"6' 2""",190,4068600,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Corey Brewer00","Sacramento","SG",32,"6' 9""",186,NA,"Sacramento Kings",NA,NA,NA,NA,NA
"Cory Joseph6","Indiana","PG",27,"6' 3""",193,7945000,"Indiana Pacers",NA,NA,NA,NA,NA
"Courtney Lee1","Dallas","SG",33,"6' 5""",215,12253780,"Dallas Mavericks",NA,NA,NA,NA,NA
"Cristiano Felicio6","Chicago","PF",26,"6' 10""",265,8740980,"Chicago Bulls",NA,NA,NA,NA,NA
"D.J. Augustin14","Orlando","PG",31,"6' 0""",183,7250000,"Orlando Magic",NA,NA,NA,NA,NA
"D.J. Wilson5","Milwaukee","PF",22,"6' 10""",231,2534280,"Milwaukee Bucks",NA,NA,NA,NA,NA
"D'Angelo Russell1","Brooklyn","PG",22,"6' 5""",198,7019698,"Brooklyn Nets",NA,NA,NA,NA,NA
"Damian Jones15","Golden State","C",23,"7' 0""",245,1544951,"Golden State Warriors",NA,NA,NA,NA,NA
"Damian Lillard0","Portland","PG",28,"6' 3""",195,27977689,"Portland Trailblazers",NA,NA,NA,NA,NA
"Damion Lee1","Golden State","SG",26,"6' 6""",210,NA,"Golden State Warriors",NA,NA,NA,NA,NA
"Damyean Dotson21","New York","SG",24,"6' 6""",210,1378242,"New York Knicks",NA,NA,NA,NA,NA
"Daniel Theis27","Boston","PF",26,"6' 8""",243,1378242,"Boston Celtics",NA,NA,NA,NA,NA
"Danilo Gallinari8","LA Clippers","SF",30,"6' 10""",225,21587579,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Danny Green14","Toronto","SG",31,"6' 6""",215,1e+07,"Toronto Raptors",NA,NA,NA,NA,NA
"Dante Cunningham33","San Antonio","SF",31,"6' 8""",230,2487000,"San Antonio Spurs",NA,NA,NA,NA,NA
"Dante Exum11","Utah","PG",23,"6' 6""",190,9600000,"Utah Jazz",NA,NA,NA,NA,NA
"Danuel House Jr.4","Houston","SF",25,"6' 7""",220,116224,"Houston Rockets",NA,NA,NA,NA,NA
"Dario Saric36","Minnesota","PF",24,"6' 10""",223,2526840,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Darius Miller21","New Orleans","SF",28,"6' 8""",225,2205000,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Darren Collison2","Indiana","PG",31,"6' 0""",175,1e+07,"Indiana Pacers",NA,NA,NA,NA,NA
"Daryl Macon3","Dallas","SG",23,"6' 3""",185,NA,"Dallas Mavericks",NA,NA,NA,NA,NA
"David Nwaba12","Cleveland","SG",26,"6' 4""",219,1512601,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Davis Bertans42","San Antonio","SF",26,"6' 10""",225,7e+06,"San Antonio Spurs",NA,NA,NA,NA,NA
"Davon Reed32","Indiana","SG",23,"6' 5""",208,NA,"Indiana Pacers",NA,NA,NA,NA,NA
"De'Aaron Fox5","Sacramento","PG",21,"6' 3""",175,5470920,"Sacramento Kings",NA,NA,NA,NA,NA
"De'Anthony Melton14","Phoenix","PG",20,"6' 4""",200,949000,"Phoenix Suns",NA,NA,NA,NA,NA
"Deandre Ayton22","Phoenix","C",20,"7' 1""",250,8165160,"Phoenix Suns",NA,NA,NA,NA,NA
"DeAndre Jordan6","New York","C",30,"6' 11""",265,22897200,"New York Knicks",NA,NA,NA,NA,NA
"DeAndre' Bembry95","Atlanta","SF",24,"6' 6""",210,1634640,"Atlanta Hawks",NA,NA,NA,NA,NA
"Dejounte Murray5","San Antonio","PG",22,"6' 5""",170,1544951,"San Antonio Spurs",NA,NA,NA,NA,NA
"Delon Wright2","Memphis","PG",26,"6' 5""",183,2536898,"Memphis Grizzlies",NA,NA,NA,NA,NA
"DeMar DeRozan10","San Antonio","SG",29,"6' 7""",220,27739975,"San Antonio Spurs",NA,NA,NA,NA,NA
"DeMarcus Cousins0","Golden State","C",28,"6' 11""",270,5337000,"Golden State Warriors",NA,NA,NA,NA,NA
"DeMarre Carroll9","Brooklyn","SF",32,"6' 8""",215,15400000,"Brooklyn Nets",NA,NA,NA,NA,NA
"Deng Adel32","Cleveland","SF",22,"6' 7""",200,NA,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Dennis Schroder17","Oklahoma City","PG",25,"6' 1""",172,15500000,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Dennis Smith Jr.5","New York","PG",21,"6' 3""",195,3819960,"New York Knicks",NA,NA,NA,NA,NA
"Denzel Valentine45","Chicago","SG",25,"6' 6""",210,2280600,"Chicago Bulls",NA,NA,NA,NA,NA
"Deonte Burton30","Oklahoma City","G",25,"6' 5""",245,NA,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Derrick Favors15","Utah","PF",27,"6' 10""",265,16900000,"Utah Jazz",NA,NA,NA,NA,NA
"Derrick Jones Jr.5","Miami","SF",21,"6' 7""",200,1512601,"Miami Heat",NA,NA,NA,NA,NA
"Derrick Rose25","Minnesota","PG",30,"6' 3""",200,1512601,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Derrick White4","San Antonio","PG",24,"6' 4""",190,1667160,"San Antonio Spurs",NA,NA,NA,NA,NA
"Devin Booker1","Phoenix","SG",22,"6' 6""",210,3314365,"Phoenix Suns",NA,NA,NA,NA,NA
"Devin Harris34","Dallas","PG",35,"6' 3""",185,1512601,"Dallas Mavericks",NA,NA,NA,NA,NA
"Devin Robinson7","Washington","SF",23,"6' 8""",200,NA,"Washington Wizards",NA,NA,NA,NA,NA
"Devonte' Graham4","Charlotte","PG",23,"6' 2""",185,988464,"Charlotte Hornets",NA,NA,NA,NA,NA
"Dewayne Dedmon14","Atlanta","C",29,"7' 0""",245,7200000,"Atlanta Hawks",NA,NA,NA,NA,NA
"Dillon Brooks24","Memphis","SG",23,"6' 6""",220,1378242,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Dion Waiters11","Miami","SG",27,"6' 4""",215,11550000,"Miami Heat",NA,NA,NA,NA,NA
"Dirk Nowitzki41","Dallas","PF",40,"7' 0""",245,5e+06,"Dallas Mavericks",NA,NA,NA,NA,NA
"Domantas Sabonis11","Indiana","PF",22,"6' 11""",240,2659800,"Indiana Pacers",NA,NA,NA,NA,NA
"Donovan Mitchell45","Utah","SG",22,"6' 3""",215,3111480,"Utah Jazz",NA,NA,NA,NA,NA
"Donte DiVincenzo9","Milwaukee","SG",22,"6' 4""",203,2481000,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Donte Grantham15","Oklahoma City","F",23,"6' 8""",215,NA,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Dorian Finney-Smith10","Dallas","SF",25,"6' 8""",220,1544951,"Dallas Mavericks",NA,NA,NA,NA,NA
"Doug McDermott20","Indiana","SF",27,"6' 8""",225,7333333,"Indiana Pacers",NA,NA,NA,NA,NA
"Dragan Bender35","Phoenix","PF",21,"7' 1""",225,4661280,"Phoenix Suns",NA,NA,NA,NA,NA
"Draymond Green23","Golden State","PF",28,"6' 7""",230,17469565,"Golden State Warriors",NA,NA,NA,NA,NA
"Drew Eubanks14","San Antonio","PF",22,"6' 10""",245,NA,"San Antonio Spurs",NA,NA,NA,NA,NA
"Duncan Robinson55","Miami","SF",24,"6' 8""",210,NA,"Miami Heat",NA,NA,NA,NA,NA
"Dwayne Bacon7","Charlotte","SG",23,"6' 7""",221,1378242,"Charlotte Hornets",NA,NA,NA,NA,NA
"Dwight Howard21","Washington","C",33,"6' 11""",265,5337000,"Washington Wizards",NA,NA,NA,NA,NA
"Dwight Powell7","Dallas","PF",27,"6' 11""",240,9631250,"Dallas Mavericks",NA,NA,NA,NA,NA
"Dwyane Wade3","Miami","SG",37,"6' 4""",220,1512601,"Miami Heat",NA,NA,NA,NA,NA
"Dzanan Musa30","Brooklyn","SG",19,"6' 9""",208,1632240,"Brooklyn Nets",NA,NA,NA,NA,NA
"E'Twaun Moore55","New Orleans","G",29,"6' 4""",191,8808685,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Ed Davis17","Brooklyn","PF",29,"6' 10""",225,4449000,"Brooklyn Nets",NA,NA,NA,NA,NA
"Edmond Sumner5","Indiana","PG",23,"6' 6""",176,NA,"Indiana Pacers",NA,NA,NA,NA,NA
"Ekpe Udoh33","Utah","C",31,"6' 10""",245,3360000,"Utah Jazz",NA,NA,NA,NA,NA
"Elfrid Payton4","New Orleans","PG",24,"6' 4""",185,3e+06,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Elie Okobo2","Phoenix","PG",21,"6' 3""",190,1238464,"Phoenix Suns",NA,NA,NA,NA,NA
"Emmanuel Mudiay1","New York","PG",22,"6' 5""",200,4294480,"New York Knicks",NA,NA,NA,NA,NA
"Enes Kanter00","Portland","C",26,"6' 11""",250,18622514,"Portland Trailblazers",NA,NA,NA,NA,NA
"Eric Bledsoe6","Milwaukee","PG",29,"6' 1""",205,1.5e+07,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Eric Gordon10","Houston","SG",30,"6' 4""",215,13500375,"Houston Rockets",NA,NA,NA,NA,NA
"Ersan Ilyasova77","Milwaukee","PF",31,"6' 10""",235,7e+06,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Evan Fournier10","Orlando","SG",26,"6' 7""",205,1.7e+07,"Orlando Magic",NA,NA,NA,NA,NA
"Evan Turner1","Portland","SG",30,"6' 7""",220,17868853,"Portland Trailblazers",NA,NA,NA,NA,NA
"Frank Jackson15","New Orleans","PG",20,"6' 3""",205,1378242,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Frank Kaminsky44","Charlotte","PF",25,"7' 0""",242,3627842,"Charlotte Hornets",NA,NA,NA,NA,NA
"Frank Mason III10","Sacramento","PG",24,"5' 11""",190,1378242,"Sacramento Kings",NA,NA,NA,NA,NA
"Frank Ntilikina11","New York","PG",20,"6' 6""",200,4155720,"New York Knicks",NA,NA,NA,NA,NA
"Fred VanVleet23","Toronto","PG",24,"6' 0""",195,8653847,"Toronto Raptors",NA,NA,NA,NA,NA
"Furkan Korkmaz30","Philadelphia","SG",21,"6' 7""",190,1740000,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Garrett Temple17","LA Clippers","SG",32,"6' 6""",195,8e+06,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Gary Clark6","Houston","PF",24,"6' 8""",225,569873,"Houston Rockets",NA,NA,NA,NA,NA
"Gary Harris14","Denver","SG",24,"6' 4""",210,16517857,"Denver Nuggets",NA,NA,NA,NA,NA
"Gary Trent Jr.9","Portland","SG",20,"6' 6""",205,838464,"Portland Trailblazers",NA,NA,NA,NA,NA
"George Hill3","Milwaukee","PG",32,"6' 3""",188,1.9e+07,"Milwaukee Bucks",NA,NA,NA,NA,NA
"George King8","Phoenix","SF",25,"6' 6""",220,NA,"Phoenix Suns",NA,NA,NA,NA,NA
"Georges Niang31","Utah","SF",25,"6' 8""",230,1512601,"Utah Jazz",NA,NA,NA,NA,NA
"Gerald Green14","Houston","SG",33,"6' 7""",205,1512601,"Houston Rockets",NA,NA,NA,NA,NA
"Giannis Antetokounmpo34","Milwaukee","PF",24,"6' 11""",242,24157303,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Glenn Robinson III22","Detroit","SG",25,"6' 6""",222,4075000,"Detroit Pistons",NA,NA,NA,NA,NA
"Goran Dragic7","Miami","PG",32,"6' 3""",190,18109175,"Miami Heat",NA,NA,NA,NA,NA
"Gordon Hayward20","Boston","SF",28,"6' 8""",225,31214295,"Boston Celtics",NA,NA,NA,NA,NA
"Gorgui Dieng5","Minnesota","C",29,"6' 11""",252,15170787,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Grayson Allen24","Utah","SG",23,"6' 5""",198,2074320,"Utah Jazz",NA,NA,NA,NA,NA
"Guerschon Yabusele30","Boston","PF",23,"6' 8""",260,2667600,"Boston Celtics",NA,NA,NA,NA,NA
"Hamidou Diallo6","Oklahoma City","SG",20,"6' 5""",198,838464,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Harrison Barnes40","Sacramento","SF",26,"6' 8""",225,24107258,"Sacramento Kings",NA,NA,NA,NA,NA
"Harry Giles20","Sacramento","PF",20,"6' 10""",240,2207040,"Sacramento Kings",NA,NA,NA,NA,NA
"Hassan Whiteside21","Miami","C",29,"7' 0""",265,25434262,"Miami Heat",NA,NA,NA,NA,NA
"Haywood Highsmith7","Philadelphia","F",22,"6' 7""",220,NA,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Ian Clark2","New Orleans","SG",27,"6' 3""",175,1512601,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Ian Mahinmi28","Washington","C",32,"6' 11""",262,15944154,"Washington Wizards",NA,NA,NA,NA,NA
"Iman Shumpert1","Houston","SG",28,"6' 5""",215,11011234,"Houston Rockets",NA,NA,NA,NA,NA
"Isaac Bonga17","LA Lakers","PG",19,"6' 8""",180,1e+06,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Isaiah Briscoe13","Orlando","PG",22,"6' 3""",215,838464,"Orlando Magic",NA,NA,NA,NA,NA
"Isaiah Canaan7","Minnesota","PG",27,"6' 0""",200,1512601,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Isaiah Hartenstein55","Houston","PF",20,"7' 0""",249,838464,"Houston Rockets",NA,NA,NA,NA,NA
"Isaiah Hicks4","New York","PF",24,"6' 9""",230,NA,"New York Knicks",NA,NA,NA,NA,NA
"Isaiah Thomas0","Denver","PG",30,"5' 9""",185,1512601,"Denver Nuggets",NA,NA,NA,NA,NA
"Isaiah Whitehead12","Detroit","SG",23,"6' 4""",213,NA,"Detroit Pistons",NA,NA,NA,NA,NA
"Ish Smith14","Detroit","PG",30,"6' 0""",175,6e+06,"Detroit Pistons",NA,NA,NA,NA,NA
"Ivan Rabb10","Memphis","PF",22,"6' 10""",220,1378242,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Ivica Zubac40","LA Clippers","C",21,"7' 1""",240,1544951,"Los Angeles Clippers",NA,NA,NA,NA,NA
"J.J. Barea5","Dallas","PG",34,"6' 0""",185,3710850,"Dallas Mavericks",NA,NA,NA,NA,NA
"J.P. Macura55","Charlotte","SG",23,"6' 5""",205,NA,"Charlotte Hornets",NA,NA,NA,NA,NA
"Jabari Parker12","Washington","PF",23,"6' 8""",245,2e+07,"Washington Wizards",NA,NA,NA,NA,NA
"Jacob Evans10","Golden State","SG",21,"6' 6""",210,1644240,"Golden State Warriors",NA,NA,NA,NA,NA
"Jae Crowder99","Utah","PF",28,"6' 6""",235,7305825,"Utah Jazz",NA,NA,NA,NA,NA
"Jahlil Okafor8","New Orleans","C",23,"6' 11""",275,1567707,"New Orleans Pelicans",NA,NA,NA,NA,NA
"Jake Layman10","Portland","SF",24,"6' 9""",215,1544951,"Portland Trailblazers",NA,NA,NA,NA,NA
"Jakob Poeltl25","San Antonio","C",23,"7' 0""",230,2947320,"San Antonio Spurs",NA,NA,NA,NA,NA
"Jalen Brunson13","Dallas","PG",22,"6' 3""",190,1230000,"Dallas Mavericks",NA,NA,NA,NA,NA
"Jamal Crawford11","Phoenix","SG",38,"6' 5""",185,1512601,"Phoenix Suns",NA,NA,NA,NA,NA
"Jamal Murray27","Denver","PG",21,"6' 4""",207,3499800,"Denver Nuggets",NA,NA,NA,NA,NA
"James Ennis III11","Philadelphia","SF",28,"6' 7""",210,1621415,"Philadelphia 76ers",NA,NA,NA,NA,NA
"James Harden13","Houston","PG",29,"6' 5""",220,35650150,"Houston Rockets",NA,NA,NA,NA,NA
"James Johnson16","Miami","PF",31,"6' 8""",240,14651700,"Miami Heat",NA,NA,NA,NA,NA
"JaMychal Green4","LA Clippers","PF",28,"6' 9""",227,7666667,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Jared Dudley6","Brooklyn","SF",33,"6' 7""",237,9530000,"Brooklyn Nets",NA,NA,NA,NA,NA
"Jared Terrell3","Minnesota","SG",24,"6' 3""",227,NA,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jarell Martin2","Orlando","PF",24,"6' 10""",239,2416222,"Orlando Magic",NA,NA,NA,NA,NA
"Jaren Jackson Jr.13","Memphis","PF",19,"6' 11""",242,5915040,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Jaron Blossomgame4","Cleveland","SF",25,"6' 8""",220,NA,"Cleveland Cavaliers",NA,NA,NA,NA,NA
"Jarred Vanderbilt8","Denver","PF",19,"6' 9""",214,838464,"Denver Nuggets",NA,NA,NA,NA,NA
"Jarrett Allen31","Brooklyn","C",20,"6' 11""",237,2034120,"Brooklyn Nets",NA,NA,NA,NA,NA
"Jason Smith14","New Orleans","PF",32,"7' 0""",240,5450000,"New Orleans Pelicans",NA,NA,NA,NA,NA
"JaVale McGee7","LA Lakers","C",31,"7' 0""",270,1512601,"Los Angeles Lakers",NA,NA,NA,NA,NA
"Jawun Evans0","Phoenix","PG",22,"6' 0""",190,1378242,"Phoenix Suns",NA,NA,NA,NA,NA
"Jaylen Adams10","Atlanta","PG",22,"6' 2""",190,1378242,"Atlanta Hawks",NA,NA,NA,NA,NA
"Jaylen Brown7","Boston","SG",22,"6' 7""",220,5169960,"Boston Celtics",NA,NA,NA,NA,NA
"Jaylen Morris30","Milwaukee","SG",23,"6' 5""",185,1378242,"Milwaukee Bucks",NA,NA,NA,NA,NA
"Jayson Tatum0","Boston","SF",20,"6' 8""",208,6700800,"Boston Celtics",NA,NA,NA,NA,NA
"Jeff Green32","Washington","SF",32,"6' 9""",235,1512601,"Washington Wizards",NA,NA,NA,NA,NA
"Jeff Teague0","Minnesota","PG",30,"6' 2""",195,1.9e+07,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jerami Grant9","Oklahoma City","SF",24,"6' 9""",220,8653847,"Oklahoma City Thunder",NA,NA,NA,NA,NA
"Jeremy Lamb3","Charlotte","SG",26,"6' 5""",185,7488372,"Charlotte Hornets",NA,NA,NA,NA,NA
"Jeremy Lin17","Toronto","PG",30,"6' 3""",200,487109,"Toronto Raptors",NA,NA,NA,NA,NA
"Jerian Grant22","Orlando","PG",26,"6' 4""",205,2639314,"Orlando Magic",NA,NA,NA,NA,NA
"Jerome Robinson10","LA Clippers","SG",21,"6' 5""",190,3046200,"Los Angeles Clippers",NA,NA,NA,NA,NA
"Jerryd Bayless8","Minnesota","PG",30,"6' 3""",200,8575916,"Minnesota Timberwolves",NA,NA,NA,NA,NA
"Jevon Carter3","Memphis","PG",23,"6' 2""",196,838464,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Jimmy Butler23","Philadelphia","SG",29,"6' 8""",232,20445779,"Philadelphia 76ers",NA,NA,NA,NA,NA
"JJ Redick17","Philadelphia","SG",34,"6' 4""",200,12250000,"Philadelphia 76ers",NA,NA,NA,NA,NA
"Joakim Noah55","Memphis","C",33,"6' 11""",230,1093858,"Memphis Grizzlies",NA,NA,NA,NA,NA
"Joe Chealey31","Charlotte","PG",23,"6' 3""",190,NA,"Charlotte Hornets",NA,NA,NA,NA,NA
"Joe Harris12","Brooklyn","SF",27,"6' 6""",218,8333333,"Brooklyn Nets",NA,NA,NA,NA,NA
"Joe Ingles2","Utah","SF",31,"6' 8""",226,13045455,"Utah Jazz",NA,NA,NA,NA,NA
"Joel Embiid21","Philadelphia","C",24,"7' 0""",250,25467250,"Philadelphia 76ers",NA,NA,NA,NA,NA
"John Collins20","Atlanta","PF",21,"6' 10""",235,2299080,"Atlanta Hawks",NA,NA,NA,NA,NA
