"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Aaron Brooks","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Al Jefferson","Out","Apr 12",2017-04-14,2017-04-13
"Al-Farouq Aminu","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Alex Abrines","Out","Apr 9",2017-04-14,2017-04-13
"Alexis Ajinca","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Allen Crabbe","Out","Apr 13",2017-04-14,2017-04-13
"Amir Johnson","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Andre Iguodala","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Andre Roberson","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Anthony Davis","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Anthony Tolliver","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Arron Afflalo","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Ben Simmons","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Beno Udrih","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Bradley Beal","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Brandon Ingram","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Brook Lopez","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Carmelo Anthony","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"CJ McCollum","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Clint Capela","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"D'Angelo Russell","Out","Apr 12",2017-04-14,2017-04-13
"Damian Lillard","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Danilo Gallinari","Out","Apr 11",2017-04-14,2017-04-13
"Danny Green","Out","Apr 9",2017-04-14,2017-04-13
"Dario Saric","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Darren Collison","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"DeAndre Liggins","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Dejounte Murray","Out","Apr 9",2017-04-14,2017-04-13
"DeMar DeRozan","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"DeMarcus Cousins","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Dennis Schroder","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Derrick Rose","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Devin Booker","Out","Apr 11",2017-04-14,2017-04-13
"Dion Waiters","Out","Apr 9",2017-04-14,2017-04-13
"Dirk Nowitzki","Out","Apr 11",2017-04-14,2017-04-13
"Doug McDermott","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Draymond Green","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Dwight Howard","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"E'Twaun Moore","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Emmanuel Mudiay","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Eric Gordon","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Garrett Temple","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Gary Harris","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Giannis Antetokounmpo","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Harrison Barnes","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Ian Mahinmi","Out","Apr 13",2017-04-19,2017-04-13
"Ivica Zubac","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"J.J. Barea","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Jahlil Okafor","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Jameer Nelson","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"James Ennis III","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Jarrett Jack","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Jeff Green","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Jeff Teague","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Jeremy Lin","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Jerryd Bayless","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Joakim Noah","Out","Apr 11",2017-11-20,2017-04-13
"Joel Embiid","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"John Henson","Out","Apr 11",2017-04-14,2017-04-13
"John Wall","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Josh McRoberts","Out","Apr 9",2017-04-14,2017-04-13
"Justise Winslow","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Jusuf Nurkic","Out","Apr 13",2017-04-14,2017-04-13
"Kay Felder","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Kemba Walker","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Kenneth Faried","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Kent Bazemore","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Kentavious Caldwell-Pope","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Kevin Love","Out","Apr 12",2017-04-14,2017-04-13
"Kevon Looney","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Khris Middleton","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Klay Thompson","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Kosta Koufos","Out","Apr 9",2017-04-14,2017-04-13
"Kristaps Porzingis","Out","Apr 9",2017-04-14,2017-04-13
"Kyrie Irving","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Lance Thomas","Out","Apr 9",2017-04-14,2017-04-13
"Leandro Barbosa","Out","Apr 9",2017-04-14,2017-04-13
"LeBron James","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Lou Williams","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Luke Babbitt","Out","Apr 9",2017-04-14,2017-04-13
"Malachi Richardson","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Malcolm Brogdon","Out","Apr 11",2017-04-14,2017-04-13
"Malcolm Delaney","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Marco Belinelli","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Marcus Morris","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Markieff Morris","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Matt Barnes","Day-To-Day","Apr 9",2017-04-17,2017-04-13
"Matthew Dellavedova","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Michael Gbinije","Out","Apr 12",2017-04-14,2017-04-13
"Nemanja Bjelica","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Nene Hilario","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Patrick Beverley","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Paul Millsap","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Quincy Acy","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Quincy Pondexter","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Rajon Rondo","Out","Apr 12",2017-04-14,2017-04-13
"Ramon Sessions","Out","Apr 10",2017-04-14,2017-04-13
"Robert Covington","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Rudy Gay","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Russell Westbrook","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Sean Kilpatrick","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Serge Ibaka","Day-To-Day","Apr 12",2017-04-14,2017-04-13
