"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Sergio Rodriguez","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Seth Curry","Out","Apr 9",2017-07-01,2017-04-13
"Spencer Hawes","Day-To-Day","Apr 10",2017-04-14,2017-04-13
"Stephen Curry","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Taj Gibson","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Thabo Sefolosha","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Tony Allen","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Tony Snell","Day-To-Day","Apr 11",2017-04-14,2017-04-13
"Trevor Ariza","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Trevor Booker","Out","Apr 11",2017-04-14,2017-04-13
"Tristan Thompson","Out","Apr 9",2017-04-14,2017-04-13
"Troy Williams","Day-To-Day","Apr 12",2017-04-14,2017-04-13
"Ty Lawson","Out","Apr 12",2017-04-14,2017-04-13
"Tyreke Evans","Day-To-Day","Apr 9",2017-04-14,2017-04-13
"Wesley Matthews","Out","Apr 12",2017-04-14,2017-04-13
"Will Barton","Out","Apr 9",2017-04-14,2017-04-13
"Wilson Chandler","Out","Apr 12",2017-04-14,2017-04-13
"Zach LaVine","Day-To-Day","Apr 13",2017-04-14,2017-04-13
"Austin Rivers","Out",NA,2017-04-14,2017-04-13
"Chandler Parsons","Out",NA,2017-10-25,2017-04-13
"Chris Bosh","Out",NA,2017-07-01,2017-04-13
"Diamond Stone","Out",NA,2017-04-14,2017-04-13
"Ed Davis","Out",NA,2017-10-25,2017-04-13
"Festus Ezeli","Out",NA,2017-10-25,2017-04-13
"Glenn Robinson III","Out",NA,2017-04-14,2017-04-13
"Jabari Parker","Out",NA,2017-10-25,2017-04-13
"Joe Harris","Out",NA,2017-04-14,2017-04-13
"Nikola Pekovic","Out",NA,2018-01-01,2017-04-13
"Raul Neto","Out",NA,2017-04-14,2017-04-13
"Sam Dekker","Out",NA,2017-04-23,2017-04-13
