"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 20",2016-12-22,2016-12-21
"Andrew Bogut","Out","Dec 20",2016-12-28,2016-12-21
"Anthony Davis","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Blake Griffin","Out","Dec 20",2017-01-19,2016-12-21
"Brook Lopez","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"Cameron Payne","Out","Dec 18",2016-12-29,2016-12-21
"Chandler Parsons","Out","Dec 20",2016-12-22,2016-12-21
"Clint Capela","Out","Dec 19",2016-12-22,2016-12-21
"Cory Joseph","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"D'Angelo Russell","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Dante Cunningham","Out","Dec 18",2016-12-22,2016-12-21
"David West","Day-To-Day","Dec 17",2016-12-22,2016-12-21
"Derrick Rose","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Dion Waiters","Out","Dec 19",2016-12-22,2016-12-21
"Dirk Nowitzki","Out","Dec 20",2016-12-22,2016-12-21
"Dwight Howard","Day-To-Day","Dec 21",2016-12-22,2016-12-21
"Evan Turner","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"Festus Ezeli","Out","Dec 17",2017-10-01,2016-12-21
"Gerald Green","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Hollis Thompson","Day-To-Day","Dec 17",2016-12-22,2016-12-21
"Ian Mahinmi","Out","Dec 20",2017-01-31,2016-12-21
"Isaiah Whitehead","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"J.J. Barea","Out","Dec 19",2016-12-22,2016-12-21
"J.R. Smith","Out","Dec 21",2017-01-31,2016-12-21
"Jamal Murray","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Jameer Nelson","Day-To-Day","Dec 17",2016-12-22,2016-12-21
"James Ennis","Out","Dec 18",2016-12-22,2016-12-21
"Jarell Martin","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Jason Smith","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Jeremy Lamb","Day-To-Day","Dec 17",2016-12-22,2016-12-21
"Jon Leuer","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Jose Calderon","Out","Dec 20",2016-12-25,2016-12-21
"Kevin Love","Day-To-Day","Dec 21",2016-12-22,2016-12-21
"Luc Mbah a Moute","Out","Dec 18",2016-12-22,2016-12-21
"Luol Deng","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Malcolm Delaney","Day-To-Day","Dec 17",2016-12-22,2016-12-21
"Michael Beasley","Out","Dec 21",2016-12-22,2016-12-21
"Michael Carter-Williams","Out","Dec 20",2016-12-31,2016-12-21
"Monta Ellis","Out","Dec 20",2016-12-26,2016-12-21
"Nik Stauskas","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"Omri Casspi","Out","Dec 20",2016-12-22,2016-12-21
"Patrick Patterson","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"Rodney McGruder","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"Rodney Stuckey","Out","Dec 20",2016-12-22,2016-12-21
"Rudy Gay","Out","Dec 20",2016-12-22,2016-12-21
"Solomon Hill","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Taj Gibson","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Tarik Black","Day-To-Day","Dec 20",2016-12-22,2016-12-21
"Tim Frazier","Day-To-Day","Dec 18",2016-12-22,2016-12-21
"Tyler Johnson","Day-To-Day","Dec 17",2016-12-22,2016-12-21
"Tyreke Evans","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Victor Oladipo","Out","Dec 21",2016-12-27,2016-12-21
"Wayne Ellington","Day-To-Day","Dec 19",2016-12-22,2016-12-21
"Zaza Pachulia","Out","Dec 17",2016-12-22,2016-12-21
