"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 21",2016-12-23,2016-12-22
"Andrew Bogut","Out","Dec 20",2016-12-28,2016-12-22
"Anthony Davis","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"Blake Griffin","Out","Dec 20",2017-01-19,2016-12-22
"Brook Lopez","Day-To-Day","Dec 20",2016-12-23,2016-12-22
"Cameron Payne","Out","Dec 18",2016-12-29,2016-12-22
"Chandler Parsons","Out","Dec 21",2016-12-23,2016-12-22
"Clint Capela","Out","Dec 21",2016-12-23,2016-12-22
"Cory Joseph","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"D'Angelo Russell","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"Dante Cunningham","Out","Dec 18",2016-12-23,2016-12-22
"Derrick Rose","Day-To-Day","Dec 19",2016-12-23,2016-12-22
"Dion Waiters","Out","Dec 21",2016-12-23,2016-12-22
"Dirk Nowitzki","Out","Dec 21",2016-12-23,2016-12-22
"Dwight Howard","Day-To-Day","Dec 21",2016-12-23,2016-12-22
"Evan Turner","Day-To-Day","Dec 21",2016-12-23,2016-12-22
"Gerald Green","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"Ian Mahinmi","Out","Dec 20",2017-01-31,2016-12-22
"Isaiah Whitehead","Day-To-Day","Dec 21",2016-12-23,2016-12-22
"J.J. Barea","Day-To-Day","Dec 21",2016-12-23,2016-12-22
"J.R. Smith","Out","Dec 21",2017-01-31,2016-12-22
"Jamal Murray","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"James Ennis","Out","Dec 18",2016-12-23,2016-12-22
"Jared Sullinger","Out","Dec 22",2017-01-21,2016-12-22
"Jarell Martin","Day-To-Day","Dec 19",2016-12-23,2016-12-22
"Jason Smith","Day-To-Day","Dec 19",2016-12-23,2016-12-22
"Jon Leuer","Day-To-Day","Dec 19",2016-12-23,2016-12-22
"Jose Calderon","Out","Dec 22",2016-12-23,2016-12-22
"Kevin Love","Day-To-Day","Dec 21",2016-12-23,2016-12-22
"Luc Mbah a Moute","Out","Dec 18",2016-12-23,2016-12-22
"Luol Deng","Day-To-Day","Dec 19",2016-12-23,2016-12-22
"Manu Ginobili","Day-To-Day","Dec 21",2016-12-25,2016-12-22
"Michael Beasley","Out","Dec 21",2016-12-23,2016-12-22
"Michael Carter-Williams","Out","Dec 22",2016-12-26,2016-12-22
"Monta Ellis","Out","Dec 22",2016-12-26,2016-12-22
"Nik Stauskas","Day-To-Day","Dec 20",2016-12-23,2016-12-22
"Omri Casspi","Out","Dec 21",2016-12-23,2016-12-22
"Patrick Patterson","Day-To-Day","Dec 20",2016-12-23,2016-12-22
"Reggie Jackson","Day-To-Day","Dec 21",2016-12-23,2016-12-22
"Rodney McGruder","Day-To-Day","Dec 22",2016-12-23,2016-12-22
"Rodney Stuckey","Out","Dec 22",2016-12-26,2016-12-22
"Rudy Gay","Out","Dec 21",2016-12-23,2016-12-22
"Solomon Hill","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"Taj Gibson","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"Tarik Black","Day-To-Day","Dec 22",2016-12-23,2016-12-22
"Tim Frazier","Day-To-Day","Dec 18",2016-12-23,2016-12-22
"Tyreke Evans","Day-To-Day","Dec 19",2016-12-23,2016-12-22
"Victor Oladipo","Out","Dec 21",2016-12-27,2016-12-22
"Wayne Ellington","Day-To-Day","Dec 21",2016-12-23,2016-12-22
