"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Adreian Payne","Day-To-Day","Feb 5",2017-02-08,2017-02-05
"Alex Abrines","Out","Feb 5",2017-02-06,2017-02-05
"Andrew Bogut","Out","Feb 3",2017-02-07,2017-02-05
"Arron Afflalo","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Avery Bradley","Out","Feb 5",2017-02-08,2017-02-05
"Bojan Bogdanovic","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Caris LeVert","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Chandler Parsons","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Chris Paul","Out","Feb 5",2017-03-01,2017-02-05
"Cody Zeller","Out","Feb 3",2017-02-06,2017-02-05
"Cristiano Felicio","Out","Feb 5",2017-02-14,2017-02-05
"Danilo Gallinari","Day-To-Day","Feb 5",2017-02-08,2017-02-05
"Dante Cunningham","Day-To-Day","Feb 1",2017-02-06,2017-02-05
"Darrell Arthur","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"David West","Out","Feb 3",2017-02-06,2017-02-05
"DeMar DeRozan","Out","Feb 5",2017-02-06,2017-02-05
"Deron Williams","Out","Feb 5",2017-02-06,2017-02-05
"Derrick Rose","Out","Feb 5",2017-02-06,2017-02-05
"Devin Harris","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Dragan Bender","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Draymond Green","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Ed Davis","Out","Feb 4",2017-02-06,2017-02-05
"Emmanuel Mudiay","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Garrett Temple","Out","Feb 1",2017-02-25,2017-02-05
"Ian Mahinmi","Out","Feb 3",2017-02-10,2017-02-05
"J.J. Barea","Out","Feb 1",2017-02-24,2017-02-05
"Jahlil Okafor","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Jamal Murray","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Jared Dudley","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Jimmy Butler","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Joakim Noah","Day-To-Day","Feb 5",2017-02-08,2017-02-05
"Joe Harris","Day-To-Day","Feb 2",2017-02-06,2017-02-05
"Joel Embiid","Out","Feb 4",2017-02-08,2017-02-05
"Jonas Jerebko","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Josh Richardson","Out","Feb 4",2017-02-06,2017-02-05
