"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Julius Randle","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Kelly Olynyk","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Kemba Walker","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Kenneth Faried","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Kevin Love","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Khris Middleton","Out","Feb 3",2017-02-06,2017-02-05
"Kris Dunn","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Kristaps Porzingis","Day-To-Day","Feb 1",2017-02-06,2017-02-05
"Kyle Lowry","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Kyrie Irving","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"LaMarcus Aldridge","Day-To-Day","Feb 2",2017-02-06,2017-02-05
"Marc Gasol","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Mike Dunleavy","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Miles Plumlee","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Nene Hilario","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Nerlens Noel","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Nikola Jokic","Out","Feb 4",2017-02-06,2017-02-05
"Omri Casspi","Out","Feb 4",2017-02-23,2017-02-05
"Patrick Patterson","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Pau Gasol","Out","Feb 2",2017-02-15,2017-02-05
"Quincy Acy","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Rakeem Christmas","Day-To-Day","Feb 2",2017-02-06,2017-02-05
"Ramon Sessions","Out","Feb 4",2017-02-20,2017-02-05
"Rashad Vaughn","Day-To-Day","Feb 1",2017-02-06,2017-02-05
"Robert Covington","Out","Feb 5",2017-02-06,2017-02-05
"Rodney McGruder","Day-To-Day","Feb 5",2017-02-06,2017-02-05
"Rodney Stuckey","Out","Feb 4",2017-02-06,2017-02-05
"Roy Hibbert","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Shaun Livingston","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Spencer Hawes","Day-To-Day","Feb 3",2017-02-06,2017-02-05
"Thabo Sefolosha","Out","Feb 4",2017-02-06,2017-02-05
"Thaddeus Young","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Tony Allen","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Will Barton","Day-To-Day","Feb 4",2017-02-06,2017-02-05
"Wilson Chandler","Day-To-Day","Feb 1",2017-02-06,2017-02-05
"Zach LaVine","Out","Feb 4",2017-10-25,2017-02-05
"Zaza Pachulia","Out","Feb 1",2017-02-06,2017-02-05
" Nene","Out",NA,2017-02-06,2017-02-05
"Ben Simmons","Out",NA,2017-02-24,2017-02-05
"Brice Johnson","Out",NA,2017-02-08,2017-02-05
"C.J. Wilcox","Out",NA,2017-02-06,2017-02-05
"Chris Andersen","Out",NA,2017-10-25,2017-02-05
"Chris Bosh","Out",NA,2017-10-25,2017-02-05
"Enes Kanter","Out",NA,2017-03-08,2017-02-05
"Festus Ezeli","Out",NA,2017-07-01,2017-02-05
"J.R. Smith","Out",NA,2017-04-01,2017-02-05
"Jeremy Lin","Out",NA,2017-02-15,2017-02-05
"Jerryd Bayless","Out",NA,2017-10-25,2017-02-05
"Jodie Meeks","Out",NA,2017-03-01,2017-02-05
"Josh McRoberts","Out",NA,2017-03-01,2017-02-05
"Justise Winslow","Out",NA,2017-10-25,2017-02-05
"Lance Thomas","Out",NA,2017-02-06,2017-02-05
"Nikola Pekovic","Out",NA,2017-10-25,2017-02-05
"Quincy Pondexter","Out",NA,2017-04-01,2017-02-05
"Rodney Hood","Out",NA,2017-02-11,2017-02-05
"Rudy Gay","Out",NA,2017-10-25,2017-02-05
"Tiago Splitter","Out",NA,2017-02-15,2017-02-05
