"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"A.J. Hammons","Day-To-Day","Dec 29",2017-01-02,2017-01-01
"Alex Abrines","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Andrew Bogut","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Aron Baynes","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Arron Afflalo","Out","Dec 31",2017-01-02,2017-01-01
"Avery Bradley","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Bradley Beal","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Cameron Payne","Out","Jan 1",2017-01-07,2017-01-01
"Carmelo Anthony","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Chris Paul","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Courtney Lee","Out","Dec 31",2017-01-02,2017-01-01
"Damian Lillard","Out","Jan 1",2017-01-04,2017-01-01
"Damjan Rudez","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Daniel Ochefu","Day-To-Day","Dec 29",2017-01-02,2017-01-01
"Darrell Arthur","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Dion Waiters","Out","Jan 1",2017-01-03,2017-01-01
"Dirk Nowitzki","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Dwyane Wade","Day-To-Day","Dec 28",2017-01-02,2017-01-01
"Evan Fournier","Out","Jan 1",2017-01-02,2017-01-01
"Gerald Henderson","Day-To-Day","Dec 28",2017-01-02,2017-01-01
"Goran Dragic","Day-To-Day","Jan 1",2017-01-03,2017-01-01
"Hassan Whiteside","Day-To-Day","Jan 1",2017-01-03,2017-01-01
"J.J. Redick","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Jahlil Okafor","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Jamal Murray","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Jameer Nelson","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Jeff Teague","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Jeremy Lin","Out","Jan 1",2017-01-05,2017-01-01
"Joe Harris","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Joel Embiid","Day-To-Day","Dec 28",2017-01-02,2017-01-01
"Josh McRoberts","Out","Jan 1",2017-01-17,2017-01-01
"Justise Winslow","Day-To-Day","Jan 1",2017-01-03,2017-01-01
"Kawhi Leonard","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Kristaps Porzingis","Day-To-Day","Jan 1",2017-01-02,2017-01-01
