"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Kyle O'Quinn","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Kyrie Irving","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Marc Gasol","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Marco Belinelli","Out","Dec 31",2017-01-02,2017-01-01
"Marcus Morris","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Matthew Dellavedova","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Mike Conley","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Mike Dunleavy","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Miles Plumlee","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Mirza Teletovic","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Monta Ellis","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Patrick Beverley","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Patrick McCaw","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Patrick Patterson","Day-To-Day","Jan 1",2017-01-03,2017-01-01
"Rashad Vaughn","Out","Dec 31",2017-01-02,2017-01-01
"Reggie Bullock","Out","Dec 30",2017-01-15,2017-01-01
"Richaun Holmes","Out","Dec 30",2017-01-02,2017-01-01
"Rodney Stuckey","Out","Dec 31",2017-01-03,2017-01-01
"Rondae Hollis-Jefferson","Day-To-Day","Dec 28",2017-01-02,2017-01-01
"Rudy Gay","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Ryan Kelly","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Salah Mejri","Day-To-Day","Dec 29",2017-01-02,2017-01-01
"Sergio Rodriguez","Day-To-Day","Dec 29",2017-01-02,2017-01-01
"Shaun Livingston","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Ty Lawson","Day-To-Day","Dec 31",2017-01-02,2017-01-01
"Victor Oladipo","Out","Dec 31",2017-01-02,2017-01-01
"Wesley Johnson","Day-To-Day","Jan 1",2017-01-02,2017-01-01
"Wilson Chandler","Day-To-Day","Dec 30",2017-01-02,2017-01-01
"Alec Burks","Out",NA,2017-01-02,2017-01-01
"Ben Simmons","Out",NA,2017-01-10,2017-01-01
"Blake Griffin","Out",NA,2017-01-20,2017-01-01
"Brandan Wright","Out",NA,2017-01-25,2017-01-01
"Brice Johnson","Out",NA,2017-01-15,2017-01-01
"Chris Andersen","Out",NA,2017-10-25,2017-01-01
"Chris Bosh","Out",NA,2017-10-25,2017-01-01
"Clint N'Dumba-Capela","Out",NA,2017-02-01,2017-01-01
"Dante Exum","Out",NA,2017-01-03,2017-01-01
"Delon Wright","Out",NA,2017-01-15,2017-01-01
"Deyonta Davis","Out",NA,2017-01-25,2017-01-01
"Festus Ezeli","Out",NA,2017-10-01,2017-01-01
"George Hill","Out",NA,2017-01-03,2017-01-01
"Ian Mahinmi","Out",NA,2017-02-01,2017-01-01
"J.J. Barea","Out",NA,2017-01-02,2017-01-01
"J.R. Smith","Out",NA,2017-04-01,2017-01-01
"Jared Sullinger","Out",NA,2017-02-01,2017-01-01
"Jerryd Bayless","Out",NA,2017-10-25,2017-01-01
"Khris Middleton","Out",NA,2017-03-15,2017-01-01
"Larry Nance Jr.","Out",NA,2017-02-01,2017-01-01
"Mo Williams","Out",NA,2017-10-25,2017-01-01
"Nikola Pekovic","Out",NA,2017-10-25,2017-01-01
"Quincy Pondexter","Out",NA,2017-01-15,2017-01-01
"Tiago Splitter","Out",NA,2017-01-15,2017-01-01
