"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 5",2016-12-07,2016-12-06
"Andrew Bogut","Out","Dec 6",2016-12-12,2016-12-06
"Anthony Davis","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Brandon Rush","Out","Dec 6",2016-12-07,2016-12-06
"Brice Johnson","Out","Dec 5",2016-12-20,2016-12-06
"C.J. Miles","Out","Dec 4",2016-12-07,2016-12-06
"Caris LeVert","Out","Dec 6",2016-12-07,2016-12-06
"Chandler Parsons","Out","Dec 2",2016-12-13,2016-12-06
"Courtney Lee","Day-To-Day","Dec 6",2016-12-07,2016-12-06
"D'Angelo Russell","Out","Dec 6",2016-12-10,2016-12-06
"Danilo Gallinari","Day-To-Day","Dec 3",2016-12-07,2016-12-06
"Darrell Arthur","Day-To-Day","Dec 3",2016-12-07,2016-12-06
"DeMarre Carroll","Day-To-Day","Dec 2",2016-12-07,2016-12-06
"Derrick Williams","Day-To-Day","Dec 2",2016-12-07,2016-12-06
"Dirk Nowitzki","Out","Dec 3",2016-12-20,2016-12-06
"Donatas Motiejunas","Out","Dec 6",2016-12-15,2016-12-06
"Doug McDermott","Out","Dec 5",2016-12-08,2016-12-06
"Dwyane Wade","Day-To-Day","Dec 3",2016-12-07,2016-12-06
"E'Twaun Moore","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Eric Gordon","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Gary Harris","Out","Dec 5",2016-12-12,2016-12-06
"George Hill","Out","Dec 4",2016-12-08,2016-12-06
"Henry Ellenson","Out","Dec 4",2016-12-07,2016-12-06
"Ian Mahinmi","Out","Dec 4",2016-12-07,2016-12-06
"Isaiah Thomas","Day-To-Day","Dec 6",2016-12-07,2016-12-06
"J.J. Redick","Day-To-Day","Dec 2",2016-12-07,2016-12-06
"J.R. Smith","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Jahlil Okafor","Day-To-Day","Dec 5",2016-12-08,2016-12-06
"James Ennis","Out","Dec 5",2016-12-13,2016-12-06
"James Johnson","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"James Young","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Jeremy Lin","Out","Dec 4",2016-12-07,2016-12-06
"Jerryd Bayless","Out","Dec 6",2016-12-08,2016-12-06
"Joakim Noah","Day-To-Day","Dec 2",2016-12-07,2016-12-06
"Jodie Meeks","Out","Dec 2",2016-12-07,2016-12-06
"Joel Embiid","Day-To-Day","Dec 6",2016-12-08,2016-12-06
"Jose Calderon","Out","Dec 5",2016-12-19,2016-12-06
"Josh Richardson","Out","Dec 5",2016-12-07,2016-12-06
"Jrue Holiday","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Justise Winslow","Out","Dec 5",2016-12-07,2016-12-06
"Kevin Seraphin","Out","Dec 4",2016-12-07,2016-12-06
"Lance Thomas","Out","Dec 2",2016-12-07,2016-12-06
"Luke Babbitt","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Marvin Williams","Out","Dec 6",2016-12-07,2016-12-06
"Mike Dunleavy","Day-To-Day","Dec 2",2016-12-07,2016-12-06
"Mike Scott","Day-To-Day","Dec 2",2016-12-07,2016-12-06
"Nene Hilario","Day-To-Day","Dec 4",2016-12-07,2016-12-06
"Nerlens Noel","Out","Dec 5",2016-12-11,2016-12-06
"Nikola Jokic","Out","Dec 5",2016-12-08,2016-12-06
"Paul George","Out","Dec 4",2016-12-07,2016-12-06
"Paul Millsap","Out","Dec 5",2016-12-07,2016-12-06
"Rajon Rondo","Out","Dec 5",2016-12-07,2016-12-06
"Reggie Bullock","Out","Dec 4",2017-01-14,2016-12-06
"Reggie Jackson","Out","Dec 4",2016-12-07,2016-12-06
"Robert Covington","Out","Dec 5",2016-12-11,2016-12-06
"Seth Curry","Out","Dec 6",2016-12-07,2016-12-06
"Steven Adams","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Tarik Black","Day-To-Day","Dec 6",2016-12-09,2016-12-06
"Tony Parker","Day-To-Day","Dec 6",2016-12-08,2016-12-06
"Trevor Ariza","Day-To-Day","Dec 5",2016-12-07,2016-12-06
"Trevor Booker","Day-To-Day","Dec 3",2016-12-07,2016-12-06
"Vince Carter","Out","Dec 5",2016-12-08,2016-12-06
"Will Barton","Day-To-Day","Dec 3",2016-12-07,2016-12-06
"Zach Randolph","Out","Dec 6",2016-12-07,2016-12-06
