"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Andrew Bogut","Out","Dec 27",2016-12-29,2016-12-28
"Arron Afflalo","Day-To-Day","Dec 28",2016-12-31,2016-12-28
"Bradley Beal","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"Brice Johnson","Out","Dec 26",2017-01-14,2016-12-28
"Cameron Payne","Out","Dec 28",2016-12-31,2016-12-28
"Chandler Parsons","Day-To-Day","Dec 27",2016-12-29,2016-12-28
"Chris Paul","Out","Dec 28",2016-12-29,2016-12-28
"Courtney Lee","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Damian Lillard","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Daniel Ochefu","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"Devin Harris","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Dion Waiters","Out","Dec 28",2016-12-30,2016-12-28
"Dirk Nowitzki","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Doug McDermott","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Dwight Howard","Out","Dec 26",2016-12-29,2016-12-28
"Dwyane Wade","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"Evan Fournier","Day-To-Day","Dec 28",2016-12-31,2016-12-28
"Evan Turner","Out","Dec 26",2016-12-29,2016-12-28
"Gerald Henderson","Day-To-Day","Dec 28",2017-01-02,2016-12-28
"Goran Dragic","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"Isaiah Whitehead","Out","Dec 26",2016-12-29,2016-12-28
"J.J. Barea","Out","Dec 27",2017-01-02,2016-12-28
"J.J. Redick","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"Jared Sullinger","Out","Dec 26",2017-01-31,2016-12-28
"Jeremy Lin","Day-To-Day","Dec 28",2017-01-01,2016-12-28
"Joe Harris","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Joe Young","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Joel Embiid","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Jose Calderon","Out","Dec 27",2016-12-29,2016-12-28
"Josh McRoberts","Out","Dec 27",2017-01-24,2016-12-28
"Kawhi Leonard","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Kyrie Irving","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"LeBron James","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Marco Belinelli","Day-To-Day","Dec 27",2016-12-29,2016-12-28
"Michael Beasley","Out","Dec 26",2016-12-29,2016-12-28
"Michael Carter-Williams","Out","Dec 26",2016-12-29,2016-12-28
"Mike Conley","Day-To-Day","Dec 27",2016-12-29,2016-12-28
"Mirza Teletovic","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Monta Ellis","Out","Dec 28",2016-12-29,2016-12-28
"Nik Stauskas","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Patrick Beverley","Day-To-Day","Dec 27",2016-12-29,2016-12-28
"Rashad Vaughn","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Reggie Bullock","Out","Dec 28",2017-01-14,2016-12-28
"Richaun Holmes","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Rodney McGruder","Out","Dec 27",2016-12-29,2016-12-28
"Rodney Stuckey","Day-To-Day","Dec 27",2016-12-30,2016-12-28
"Rondae Hollis-Jefferson","Day-To-Day","Dec 28",2016-12-29,2016-12-28
"Rudy Gay","Day-To-Day","Dec 28",2016-12-31,2016-12-28
"Ryan Kelly","Day-To-Day","Dec 28",2016-12-30,2016-12-28
"Steve Novak","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Tarik Black","Day-To-Day","Dec 25",2016-12-29,2016-12-28
"Terrence Jones","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Terrence Ross","Day-To-Day","Dec 26",2016-12-29,2016-12-28
"Victor Oladipo","Out","Dec 28",2016-12-29,2016-12-28
"Wayne Ellington","Out","Dec 27",2016-12-29,2016-12-28
