"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Day-To-Day","Dec 22",2016-12-24,2016-12-23
"Andrew Bogut","Out","Dec 23",2016-12-31,2016-12-23
"Blake Griffin","Out","Dec 20",2017-01-19,2016-12-23
"Brook Lopez","Day-To-Day","Dec 20",2016-12-24,2016-12-23
"Cameron Payne","Out","Dec 23",2016-12-29,2016-12-23
"Chandler Parsons","Out","Dec 21",2016-12-24,2016-12-23
"Chris Paul","Day-To-Day","Dec 23",2016-12-25,2016-12-23
"Clint Capela","Out","Dec 21",2016-12-24,2016-12-23
"Delon Wright","Out","Dec 23",2017-01-14,2016-12-23
"Derrick Rose","Day-To-Day","Dec 19",2016-12-24,2016-12-23
"Dion Waiters","Out","Dec 23",2016-12-27,2016-12-23
"Dirk Nowitzki","Out","Dec 23",2016-12-24,2016-12-23
"Draymond Green","Day-To-Day","Dec 22",2016-12-24,2016-12-23
"Dwight Howard","Out","Dec 23",2016-12-26,2016-12-23
"Dwyane Wade","Day-To-Day","Dec 23",2016-12-24,2016-12-23
"Evan Fournier","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Evan Turner","Day-To-Day","Dec 22",2016-12-26,2016-12-23
"Ian Mahinmi","Out","Dec 20",2017-01-31,2016-12-23
"Isaiah Whitehead","Out","Dec 23",2016-12-26,2016-12-23
"J.J. Barea","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"J.R. Smith","Out","Dec 23",2017-04-01,2016-12-23
"Jared Sullinger","Out","Dec 22",2017-01-31,2016-12-23
"Jarell Martin","Day-To-Day","Dec 19",2016-12-24,2016-12-23
"Jason Smith","Day-To-Day","Dec 19",2016-12-24,2016-12-23
"Jodie Meeks","Day-To-Day","Dec 22",2016-12-24,2016-12-23
"Jon Leuer","Day-To-Day","Dec 19",2016-12-24,2016-12-23
"Jose Calderon","Out","Dec 23",2016-12-25,2016-12-23
"Julius Randle","Day-To-Day","Dec 23",2016-12-25,2016-12-23
"Kevin Love","Day-To-Day","Dec 23",2016-12-24,2016-12-23
"Khris Middleton","Out","Dec 23",2017-03-15,2016-12-23
"Kristaps Porzingis","Day-To-Day","Dec 23",2016-12-24,2016-12-23
"Kyle Korver","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Luol Deng","Day-To-Day","Dec 19",2016-12-24,2016-12-23
"Manu Ginobili","Day-To-Day","Dec 21",2016-12-25,2016-12-23
"Marc Gasol","Day-To-Day","Dec 22",2016-12-24,2016-12-23
"Marco Belinelli","Day-To-Day","Dec 23",2016-12-24,2016-12-23
"Michael Beasley","Out","Dec 23",2016-12-26,2016-12-23
"Michael Carter-Williams","Out","Dec 22",2016-12-30,2016-12-23
"Monta Ellis","Out","Dec 22",2017-01-04,2016-12-23
"Nik Stauskas","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Omri Casspi","Out","Dec 23",2016-12-24,2016-12-23
"Patrick Patterson","Day-To-Day","Dec 20",2016-12-24,2016-12-23
"Pau Gasol","Day-To-Day","Dec 23",2016-12-25,2016-12-23
"Paul George","Day-To-Day","Dec 23",2016-12-24,2016-12-23
"Rashad Vaughn","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Reggie Jackson","Day-To-Day","Dec 21",2016-12-24,2016-12-23
"Richaun Holmes","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Rodney McGruder","Out","Dec 23",2016-12-27,2016-12-23
"Rodney Stuckey","Out","Dec 23",2016-12-24,2016-12-23
"Rudy Gay","Out","Dec 23",2016-12-26,2016-12-23
"Tarik Black","Day-To-Day","Dec 23",2016-12-25,2016-12-23
"Terrence Jones","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Tony Parker","Day-To-Day","Dec 23",2016-12-25,2016-12-23
"Trevor Booker","Day-To-Day","Dec 23",2016-12-26,2016-12-23
"Tyreke Evans","Day-To-Day","Dec 19",2016-12-24,2016-12-23
"Victor Oladipo","Out","Dec 22",2016-12-25,2016-12-23
"Wayne Ellington","Out","Dec 23",2016-12-27,2016-12-23
