"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al Jefferson","Out","Apr 5",2017-04-07,2017-04-06
"Alex Abrines","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Andre Iguodala","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Andre Roberson","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Andrew Harrison","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Anthony Tolliver","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Arron Afflalo","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Austin Rivers","Out","Apr 2",2017-04-15,2017-04-06
"Avery Bradley","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Brandon Ingram","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Carmelo Anthony","Day-To-Day","Apr 3",2017-04-07,2017-04-06
"D'Angelo Russell","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Danny Green","Out","Apr 6",2017-04-07,2017-04-06
"Darrell Arthur","Out","Apr 5",2017-04-07,2017-04-06
"Darren Collison","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Dejounte Murray","Out","Apr 5",2017-04-07,2017-04-06
"Derrick Rose","Out","Apr 5",2017-10-25,2017-04-06
"Devin Harris","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Diamond Stone","Out","Apr 4",2017-04-07,2017-04-06
"Dion Waiters","Out","Apr 6",2017-04-07,2017-04-06
"Dirk Nowitzki","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Dragan Bender","Out","Apr 2",2017-04-07,2017-04-06
"Draymond Green","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Dwyane Wade","Out","Apr 5",2017-04-08,2017-04-06
"Ersan Ilyasova","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Gerald Henderson","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Harrison Barnes","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Isaiah Whitehead","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"J.J. Barea","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Jae Crowder","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Jameer Nelson","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"James Harden","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"JaMychal Green","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Jeff Green","Out","Apr 5",2017-10-25,2017-04-06
"Joe Harris","Out","Apr 2",2017-10-25,2017-04-06
"John Henson","Out","Apr 5",2017-04-07,2017-04-06
"Jordan Clarkson","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Josh McRoberts","Out","Apr 5",2017-04-10,2017-04-06
"Kenneth Faried","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Kent Bazemore","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Kentavious Caldwell-Pope","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Kevin Durant","Out","Apr 3",2017-04-08,2017-04-06
"Kevon Looney","Out","Apr 4",2017-04-07,2017-04-06
"Kosta Koufos","Out","Apr 4",2017-04-07,2017-04-06
"Kristaps Porzingis","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Kyle Korver","Out","Apr 4",2017-04-07,2017-04-06
"Kyle Lowry","Out","Apr 5",2017-04-07,2017-04-06
"LaMarcus Aldridge","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Lance Thomas","Out","Apr 4",2017-04-07,2017-04-06
"Leandro Barbosa","Out","Apr 4",2017-04-07,2017-04-06
"Luke Babbitt","Day-To-Day","Apr 6",2017-04-07,2017-04-06
"Malcolm Brogdon","Out","Apr 5",2017-04-07,2017-04-06
"Malcolm Delaney","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Manu Ginobili","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Marc Gasol","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Marco Belinelli","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Markieff Morris","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Michael Gbinije","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Mike Conley","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Nick Young","Out","Apr 3",2017-10-25,2017-04-06
"Paul Millsap","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"PJ Tucker","Day-To-Day","Apr 3",2017-04-07,2017-04-06
"Quincy Acy","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Rajon Rondo","Day-To-Day","Apr 6",2017-04-08,2017-04-06
"Ramon Sessions","Out","Apr 4",2017-04-07,2017-04-06
"Reggie Bullock","Out","Apr 6",2017-04-07,2017-04-06
"Reggie Jackson","Out","Apr 6",2017-07-01,2017-04-06
"Richard Jefferson","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Ryan Anderson","Out","Apr 5",2017-04-07,2017-04-06
"Sam Dekker","Out","Apr 3",2017-04-23,2017-04-06
"Sean Kilpatrick","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Sergio Rodriguez","Out","Apr 4",2017-04-08,2017-04-06
"Seth Curry","Out","Apr 6",2017-04-07,2017-04-06
"Tarik Black","Day-To-Day","Apr 3",2017-04-07,2017-04-06
"Thabo Sefolosha","Out","Apr 5",2017-04-07,2017-04-06
"Tiago Splitter","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"TJ Warren","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Tony Allen","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Trevor Ariza","Day-To-Day","Apr 2",2017-04-07,2017-04-06
"Tristan Thompson","Day-To-Day","Apr 5",2017-04-09,2017-04-06
"Ty Lawson","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Tyler Zeller","Day-To-Day","Apr 5",2017-04-07,2017-04-06
"Wesley Matthews","Day-To-Day","Apr 4",2017-04-07,2017-04-06
"Will Barton","Out","Apr 5",2017-04-07,2017-04-06
"Ben Simmons","Out",NA,2017-10-25,2017-04-06
"Brandon Knight","Out",NA,2017-10-25,2017-04-06
"Chandler Parsons","Out",NA,2017-10-25,2017-04-06
"Chris Bosh","Out",NA,2017-10-25,2017-04-06
"Dante Exum","Out",NA,2017-04-07,2017-04-06
"Derrick Favors","Out",NA,2017-04-07,2017-04-06
"Ed Davis","Out",NA,2017-10-25,2017-04-06
"Eric Bledsoe","Out",NA,2017-10-25,2017-04-06
"Festus Ezeli","Out",NA,2017-10-25,2017-04-06
"George Hill","Out",NA,2017-04-07,2017-04-06
"Glenn Robinson III","Out",NA,2017-04-10,2017-04-06
"Ivica Zubac","Out",NA,2017-10-25,2017-04-06
"Jabari Parker","Out",NA,2017-10-25,2017-04-06
"Jahlil Okafor","Out",NA,2017-10-25,2017-04-06
"Jerryd Bayless","Out",NA,2017-10-25,2017-04-06
"Joakim Noah","Out",NA,2017-10-25,2017-04-06
"Joel Embiid","Out",NA,2017-10-25,2017-04-06
"Johnny O'Bryant","Out",NA,2017-04-07,2017-04-06
"Justise Winslow","Out",NA,2017-10-25,2017-04-06
"Jusuf Nurkic","Out",NA,2017-04-15,2017-04-06
"Luol Deng","Out",NA,2017-10-25,2017-04-06
"Nemanja Bjelica","Out",NA,2017-10-25,2017-04-06
"Nikola Pekovic","Out",NA,2017-10-25,2017-04-06
"Omer Asik","Out",NA,2017-10-25,2017-04-06
"Quincy Pondexter","Out",NA,2017-10-25,2017-04-06
"Raul Neto","Out",NA,2017-04-07,2017-04-06
"Robert Covington","Out",NA,2017-10-25,2017-04-06
"Rodney Hood","Out",NA,2017-04-07,2017-04-06
"Rudy Gay","Out",NA,2017-10-25,2017-04-06
"Tim Hardaway Jr.","Out",NA,2017-04-07,2017-04-06
"Timofey Mozgov","Out",NA,2017-10-25,2017-04-06
"Tyson Chandler","Out",NA,2017-10-25,2017-04-06
"Zach LaVine","Out",NA,2017-10-25,2017-04-06
