"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Alonzo Gee","Out","Jan 6",2017-01-09,2017-01-08
"Andrew Bogut","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Aron Baynes","Day-To-Day","Jan 8",2017-01-09,2017-01-08
"Avery Bradley","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"Ben Simmons","Out","Jan 7",2017-02-01,2017-01-08
"Cameron Payne","Out","Jan 7",2017-01-09,2017-01-08
"Chandler Parsons","Day-To-Day","Jan 8",2017-01-09,2017-01-08
"Chris Bosh","Out","Jan 6",2017-10-25,2017-01-08
"Chris Paul","Out","Jan 6",2017-01-09,2017-01-08
"Cody Zeller","Out","Jan 7",2017-01-09,2017-01-08
"Damian Lillard","Out","Jan 6",2017-01-09,2017-01-08
"Darrell Arthur","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"David Lee","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"DeAndre Bembry","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"Dion Waiters","Out","Jan 4",2017-01-09,2017-01-08
"Donatas Motiejunas","Day-To-Day","Jan 5",2017-01-09,2017-01-08
"Dwyane Wade","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Evan Fournier","Out","Jan 5",2017-01-09,2017-01-08
"Gary Harris","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"Gerald Henderson","Out","Jan 6",2017-01-09,2017-01-08
"Giannis Antetokounmpo","Day-To-Day","Jan 8",2017-01-10,2017-01-08
"Hassan Whiteside","Out","Jan 7",2017-01-09,2017-01-08
"J.J. Barea","Out","Jan 8",2017-01-09,2017-01-08
"James Young","Out","Jan 7",2017-01-16,2017-01-08
"JaMychal Green","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Jared Sullinger","Out","Jan 6",2017-02-01,2017-01-08
"Jeremy Lin","Out","Jan 8",2017-01-10,2017-01-08
"Joel Embiid","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Joffrey Lauvergne","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Jordan Clarkson","Day-To-Day","Jan 5",2017-01-09,2017-01-08
"Jordan Mickey","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Josh Richardson","Day-To-Day","Jan 7",2017-01-10,2017-01-08
"Julius Randle","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Justise Winslow","Out","Jan 5",2017-10-25,2017-01-08
"Kenneth Faried","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Kevin Love","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Klay Thompson","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Kristaps Porzingis","Out","Jan 6",2017-01-09,2017-01-08
"Kyle Korver","Day-To-Day","Jan 8",2017-01-10,2017-01-08
"Kyrie Irving","Out","Jan 7",2017-01-09,2017-01-08
"LeBron James","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Luol Deng","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Marco Belinelli","Out","Jan 4",2017-01-09,2017-01-08
"Matthew Dellavedova","Out","Jan 8",2017-01-09,2017-01-08
"Michael Gbinije","Day-To-Day","Jan 5",2017-01-09,2017-01-08
"Mike Dunleavy","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Mike Scott","Day-To-Day","Jan 4",2017-01-09,2017-01-08
