"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Mo Williams","Out","Jan 7",2017-10-25,2017-01-08
"Nicolas Batum","Out","Jan 6",2017-01-09,2017-01-08
"Nikola Jokic","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"Patrick Beverley","Day-To-Day","Jan 5",2017-01-09,2017-01-08
"Patrick McCaw","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Patrick Patterson","Out","Jan 7",2017-01-09,2017-01-08
"Quincy Pondexter","Out","Jan 4",2017-03-01,2017-01-08
"Rashad Vaughn","Out","Jan 6",2017-01-15,2017-01-08
"Reggie Bullock","Out","Jan 5",2017-01-15,2017-01-08
"Richaun Holmes","Out","Jan 5",2017-01-09,2017-01-08
"Robert Covington","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Rodney Stuckey","Out","Jan 6",2017-01-15,2017-01-08
"Rondae Hollis-Jefferson","Day-To-Day","Jan 6",2017-01-09,2017-01-08
"Rudy Gay","Out","Jan 6",2017-01-09,2017-01-08
"Salah Mejri","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"Sergio Rodriguez","Out","Jan 8",2017-01-09,2017-01-08
"Shabazz Muhammad","Day-To-Day","Jan 7",2017-01-09,2017-01-08
"Ty Lawson","Day-To-Day","Jan 4",2017-01-09,2017-01-08
"Tyler Zeller","Out","Jan 6",2017-01-09,2017-01-08
"Tyreke Evans","Day-To-Day","Jan 5",2017-01-09,2017-01-08
"Blake Griffin","Out",NA,2017-01-20,2017-01-08
"Brandan Wright","Out",NA,2017-01-25,2017-01-08
"Brice Johnson","Out",NA,2017-01-20,2017-01-08
"Chris Andersen","Out",NA,2017-10-25,2017-01-08
"Clint N'Dumba-Capela","Out",NA,2017-02-01,2017-01-08
"DeAndre' Bembry","Out",NA,2017-01-09,2017-01-08
"Delon Wright","Out",NA,2017-01-15,2017-01-08
"Denzel Valentine","Out",NA,2017-01-09,2017-01-08
"Deyonta Davis","Out",NA,2017-01-25,2017-01-08
"Festus Ezeli","Out",NA,2017-10-01,2017-01-08
"Ian Mahinmi","Out",NA,2017-02-01,2017-01-08
"J.R. Smith","Out",NA,2017-04-01,2017-01-08
"Jerryd Bayless","Out",NA,2017-10-25,2017-01-08
"Josh McRoberts","Out",NA,2017-01-17,2017-01-08
"Khris Middleton","Out",NA,2017-03-15,2017-01-08
"Larry Nance Jr.","Out",NA,2017-02-01,2017-01-08
"Nikola Pekovic","Out",NA,2017-10-25,2017-01-08
"Tiago Splitter","Out",NA,2017-01-15,2017-01-08
