"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 20",2016-12-21,2016-12-20
"Andrew Bogut","Out","Dec 20",2016-12-23,2016-12-20
"Anthony Davis","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Ben McLemore","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Blake Griffin","Out","Dec 20",2017-01-19,2016-12-20
"Brook Lopez","Day-To-Day","Dec 20",2016-12-22,2016-12-20
"Bruno Caboclo","Out","Dec 16",2016-12-21,2016-12-20
"Cameron Payne","Out","Dec 18",2016-12-29,2016-12-20
"Carmelo Anthony","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Chandler Parsons","Out","Dec 20",2016-12-21,2016-12-20
"Chris Andersen","Out","Dec 16",2017-10-25,2016-12-20
"Clint Capela","Out","Dec 19",2016-12-21,2016-12-20
"Cory Joseph","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"D'Angelo Russell","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Dante Cunningham","Out","Dec 18",2016-12-21,2016-12-20
"David West","Day-To-Day","Dec 17",2016-12-21,2016-12-20
"DeAndre Bembry","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Derrick Rose","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Dion Waiters","Out","Dec 19",2016-12-22,2016-12-20
"Dirk Nowitzki","Out","Dec 20",2016-12-21,2016-12-20
"Dwight Howard","Day-To-Day","Dec 20",2016-12-21,2016-12-20
"Evan Turner","Day-To-Day","Dec 20",2016-12-21,2016-12-20
"Festus Ezeli","Out","Dec 17",2017-10-01,2016-12-20
"Gerald Green","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Hollis Thompson","Day-To-Day","Dec 17",2016-12-21,2016-12-20
"Ian Mahinmi","Out","Dec 20",2017-01-31,2016-12-20
"Isaiah Thomas","Out","Dec 16",2016-12-21,2016-12-20
"Isaiah Whitehead","Day-To-Day","Dec 20",2016-12-22,2016-12-20
"J.J. Barea","Out","Dec 19",2016-12-21,2016-12-20
"J.R. Smith","Day-To-Day","Dec 20",2016-12-21,2016-12-20
"Jamal Murray","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Jameer Nelson","Day-To-Day","Dec 17",2016-12-21,2016-12-20
"James Ennis","Out","Dec 18",2016-12-21,2016-12-20
"Jarell Martin","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Jason Smith","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Jeremy Lamb","Day-To-Day","Dec 17",2016-12-21,2016-12-20
"Joel Embiid","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Jon Leuer","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Jose Calderon","Out","Dec 20",2016-12-25,2016-12-20
"Justin Hamilton","Out","Dec 16",2016-12-21,2016-12-20
"Kemba Walker","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Kevin Love","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Luc Mbah a Moute","Out","Dec 18",2016-12-21,2016-12-20
"Lucas Nogueira","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Luol Deng","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Malcolm Delaney","Day-To-Day","Dec 17",2016-12-21,2016-12-20
"Michael Beasley","Day-To-Day","Dec 20",2016-12-21,2016-12-20
"Michael Carter-Williams","Out","Dec 20",2016-12-31,2016-12-20
"Mike Conley","Out","Dec 16",2016-12-21,2016-12-20
"Monta Ellis","Out","Dec 20",2016-12-26,2016-12-20
"Nerlens Noel","Day-To-Day","Dec 16",2016-12-21,2016-12-20
"Nik Stauskas","Day-To-Day","Dec 20",2016-12-21,2016-12-20
"Nikola Vucevic","Out","Dec 16",2016-12-21,2016-12-20
"Omri Casspi","Out","Dec 20",2016-12-21,2016-12-20
"Patrick Patterson","Day-To-Day","Dec 20",2016-12-23,2016-12-20
"Rodney McGruder","Day-To-Day","Dec 20",2016-12-22,2016-12-20
"Rodney Stuckey","Out","Dec 20",2016-12-22,2016-12-20
"Rudy Gay","Out","Dec 20",2016-12-21,2016-12-20
"Solomon Hill","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Taj Gibson","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Tarik Black","Day-To-Day","Dec 20",2016-12-22,2016-12-20
"Tim Frazier","Day-To-Day","Dec 18",2016-12-21,2016-12-20
"Tyler Johnson","Day-To-Day","Dec 17",2016-12-21,2016-12-20
"Tyreke Evans","Day-To-Day","Dec 19",2016-12-21,2016-12-20
"Victor Oladipo","Out","Dec 20",2016-12-21,2016-12-20
"Wayne Ellington","Day-To-Day","Dec 19",2016-12-22,2016-12-20
"Zaza Pachulia","Out","Dec 17",2016-12-21,2016-12-20
