"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al Jefferson","Out","Apr 6",2017-04-11,2017-04-10
"Alex Abrines","Out","Apr 9",2017-04-11,2017-04-10
"Allen Crabbe","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Amir Johnson","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Andre Roberson","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Anthony Davis","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Anthony Tolliver","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Arron Afflalo","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Beno Udrih","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Brandon Ingram","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Carmelo Anthony","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Chasson Randle","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Clint Capela","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"D'Angelo Russell","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Danny Green","Out","Apr 9",2017-04-11,2017-04-10
"Darrell Arthur","Out","Apr 6",2017-04-11,2017-04-10
"Darren Collison","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Dejounte Murray","Out","Apr 9",2017-04-11,2017-04-10
"DeMarcus Cousins","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Dennis Schroder","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Dion Waiters","Out","Apr 9",2017-04-11,2017-04-10
"Doug McDermott","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Dwight Howard","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Dwyane Wade","Out","Apr 8",2017-04-11,2017-04-10
"E'Twaun Moore","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Emmanuel Mudiay","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Eric Gordon","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Evan Fournier","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Garrett Temple","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Harrison Barnes","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"J.J. Barea","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Jameer Nelson","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"James Young","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"John Henson","Out","Apr 8",2017-04-11,2017-04-10
"Jordan Clarkson","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Josh McRoberts","Out","Apr 9",2017-04-11,2017-04-10
"Jusuf Nurkic","Out","Apr 6",2017-04-15,2017-04-10
"Kawhi Leonard","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Kenneth Faried","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Kent Bazemore","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Kentavious Caldwell-Pope","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Kevin Durant","Out","Apr 8",2017-04-11,2017-04-10
"Kevon Looney","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Kosta Koufos","Out","Apr 9",2017-04-11,2017-04-10
"Kris Humphries","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Kristaps Porzingis","Out","Apr 9",2017-04-11,2017-04-10
"Kyrie Irving","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"LaMarcus Aldridge","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Lance Thomas","Out","Apr 9",2017-04-11,2017-04-10
"Leandro Barbosa","Out","Apr 9",2017-04-11,2017-04-10
"Lou Williams","Day-To-Day","Apr 9",2017-04-12,2017-04-10
"Luke Babbitt","Out","Apr 9",2017-04-11,2017-04-10
"Malcolm Brogdon","Out","Apr 8",2017-04-11,2017-04-10
"Manu Ginobili","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Marco Belinelli","Day-To-Day","Apr 8",2017-04-10,2017-04-10
"Marcus Morris","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Markieff Morris","Day-To-Day","Apr 8",2017-04-11,2017-04-10
"Matt Barnes","Day-To-Day","Apr 9",2017-04-12,2017-04-10
"Michael Gbinije","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Nene Hilario","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Pau Gasol","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Paul Millsap","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Quincy Acy","Day-To-Day","Apr 9",2017-04-12,2017-04-10
"Rajon Rondo","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Reggie Bullock","Out","Apr 6",2017-04-11,2017-04-10
"Reggie Jackson","Out","Apr 7",2017-10-25,2017-04-10
"Ryan Anderson","Out","Apr 7",2017-04-11,2017-04-10
"Sean Kilpatrick","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Sergio Rodriguez","Out","Apr 8",2017-10-25,2017-04-10
"Seth Curry","Out","Apr 9",2017-10-25,2017-04-10
"Stephen Curry","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"T.J. McConnell","Day-To-Day","Apr 6",2017-04-11,2017-04-10
"Thabo Sefolosha","Out","Apr 8",2017-04-11,2017-04-10
"Trevor Ariza","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Tristan Thompson","Out","Apr 9",2017-04-11,2017-04-10
"Ty Lawson","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Tyreke Evans","Day-To-Day","Apr 9",2017-04-11,2017-04-10
"Will Barton","Out","Apr 9",2017-04-11,2017-04-10
"Wilson Chandler","Day-To-Day","Apr 7",2017-04-11,2017-04-10
"Zach Randolph","Day-To-Day","Apr 8",2017-04-11,2017-04-10
" Nene","Out",NA,2017-04-12,2017-04-10
"Austin Rivers","Out",NA,2017-04-15,2017-04-10
"Ben Simmons","Out",NA,2017-10-25,2017-04-10
"Brandon Knight","Out",NA,2017-10-25,2017-04-10
"Chandler Parsons","Out",NA,2017-10-25,2017-04-10
"Chris Bosh","Out",NA,2017-10-25,2017-04-10
"Derrick Favors","Out",NA,2017-04-12,2017-04-10
"Derrick Rose","Out",NA,2017-10-25,2017-04-10
"Diamond Stone","Out",NA,2017-04-11,2017-04-10
"Ed Davis","Out",NA,2017-10-25,2017-04-10
"Eric Bledsoe","Out",NA,2017-10-25,2017-04-10
"Festus Ezeli","Out",NA,2017-10-25,2017-04-10
"George Hill","Out",NA,2017-04-11,2017-04-10
"Glenn Robinson III","Out",NA,2017-04-11,2017-04-10
"Gordon Hayward","Out",NA,2017-04-11,2017-04-10
"Ivica Zubac","Out",NA,2017-10-25,2017-04-10
"Jabari Parker","Out",NA,2017-10-25,2017-04-10
"Jahlil Okafor","Out",NA,2017-10-25,2017-04-10
"Jeff Green","Out",NA,2017-10-25,2017-04-10
"Jerryd Bayless","Out",NA,2017-10-25,2017-04-10
"Joakim Noah","Out",NA,2017-10-25,2017-04-10
"Joe Harris","Out",NA,2017-10-25,2017-04-10
"Joel Embiid","Out",NA,2017-10-25,2017-04-10
"Johnny O'Bryant","Out",NA,2017-04-11,2017-04-10
"Justise Winslow","Out",NA,2017-10-25,2017-04-10
"Luol Deng","Out",NA,2017-10-25,2017-04-10
"Nemanja Bjelica","Out",NA,2017-10-25,2017-04-10
"Nick Young","Out",NA,2017-10-25,2017-04-10
"Nikola Pekovic","Out",NA,2017-10-25,2017-04-10
"Omer Asik","Out",NA,2017-10-25,2017-04-10
"Otto Porter","Out",NA,2017-04-11,2017-04-10
"Quincy Pondexter","Out",NA,2017-10-25,2017-04-10
"Ramon Sessions","Out",NA,2017-04-11,2017-04-10
"Raul Neto","Out",NA,2017-04-12,2017-04-10
"Robert Covington","Out",NA,2017-10-25,2017-04-10
"Rodney Hood","Out",NA,2017-04-12,2017-04-10
"Rudy Gay","Out",NA,2017-10-25,2017-04-10
"Sam Dekker","Out",NA,2017-04-23,2017-04-10
"Timofey Mozgov","Out",NA,2017-10-25,2017-04-10
"Tyson Chandler","Out",NA,2017-10-25,2017-04-10
"Zach LaVine","Out",NA,2017-10-25,2017-04-10
