"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Andrew Bogut","Out","Jan 14",2017-01-22,2017-01-16
"Anthony Davis","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Avery Bradley","Out","Jan 16",2017-01-17,2017-01-16
"Blake Griffin","Out","Jan 14",2017-01-23,2017-01-16
"Brandon Ingram","Day-To-Day","Jan 12",2017-01-17,2017-01-16
"Brandon Knight","Day-To-Day","Jan 16",2017-01-19,2017-01-16
"Brice Johnson","Out","Jan 15",2017-02-01,2017-01-16
"Brook Lopez","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Chris Paul","Day-To-Day","Jan 13",2017-01-17,2017-01-16
"Clint Capela","Out","Jan 15",2017-01-17,2017-01-16
"Danilo Gallinari","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Darrell Arthur","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"DeAndre Bembry","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Dejounte Murray","Day-To-Day","Jan 16",2017-01-19,2017-01-16
"Delon Wright","Out","Jan 13",2017-01-17,2017-01-16
"Denzel Valentine","Day-To-Day","Jan 13",2017-01-17,2017-01-16
"Dwight Howard","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Dwyane Wade","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Ed Davis","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Evan Fournier","Out","Jan 16",2017-01-22,2017-01-16
"Gary Harris","Day-To-Day","Jan 16",2017-01-19,2017-01-16
"Ian Mahinmi","Out","Jan 13",2017-02-15,2017-01-16
"Isaiah Whitehead","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"James Young","Out","Jan 16",2017-01-18,2017-01-16
"Jared Dudley","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Jared Sullinger","Out","Jan 13",2017-02-01,2017-01-16
"Jeremy Lamb","Day-To-Day","Jan 15",2017-01-18,2017-01-16
"Jimmy Butler","Day-To-Day","Jan 13",2017-01-17,2017-01-16
"Joe Johnson","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"Joel Embiid","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"John Wall","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"Jordan Clarkson","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Josh McRoberts","Out","Jan 16",2017-03-01,2017-01-16
"Josh Richardson","Out","Jan 16",2017-02-01,2017-01-16
"Kelly Olynyk","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Kentavious Caldwell-Pope","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Kristaps Porzingis","Out","Jan 16",2017-01-17,2017-01-16
"Lance Thomas","Out","Jan 16",2017-01-18,2017-01-16
"Luol Deng","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"Marcelo Huertas","Day-To-Day","Jan 13",2017-01-17,2017-01-16
"Maurice Harkless","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Michael Gbinije","Out","Jan 13",2017-01-20,2017-01-16
"Mike Muscala","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Nerlens Noel","Day-To-Day","Jan 16",2017-01-18,2017-01-16
"Nicolas Batum","Out","Jan 13",2017-01-17,2017-01-16
"Nikola Mirotic","Out","Jan 15",2017-01-17,2017-01-16
"Patrick Patterson","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Patty Mills","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Reggie Bullock","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"Rodney Stuckey","Out","Jan 16",2017-01-23,2017-01-16
"Sam Dekker","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"Serge Ibaka","Day-To-Day","Jan 14",2017-01-17,2017-01-16
"Steven Adams","Day-To-Day","Jan 16",2017-01-18,2017-01-16
"T.J. McConnell","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Tarik Black","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Tomas Satoransky","Day-To-Day","Jan 13",2017-01-17,2017-01-16
"Tyler Zeller","Out","Jan 16",2017-01-18,2017-01-16
"Tyson Chandler","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Will Barton","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Willie Reed","Day-To-Day","Jan 16",2017-01-17,2017-01-16
"Wilson Chandler","Day-To-Day","Jan 12",2017-01-17,2017-01-16
"Zach LaVine","Day-To-Day","Jan 15",2017-01-17,2017-01-16
"Ben Simmons","Out",NA,2017-02-01,2017-01-16
"Brandan Wright","Out",NA,2017-01-25,2017-01-16
"Chris Andersen","Out",NA,2017-10-25,2017-01-16
"Chris Bosh","Out",NA,2017-10-25,2017-01-16
"Clint N'Dumba-Capela","Out",NA,2017-01-17,2017-01-16
"DeAndre' Bembry","Out",NA,2017-01-17,2017-01-16
"Festus Ezeli","Out",NA,2017-10-01,2017-01-16
"J.R. Smith","Out",NA,2017-04-01,2017-01-16
"Jeremy Lin","Out",NA,2017-01-20,2017-01-16
"Jerryd Bayless","Out",NA,2017-10-25,2017-01-16
"Jon Leuer","Out",NA,2017-01-17,2017-01-16
"Justise Winslow","Out",NA,2017-10-25,2017-01-16
"Khris Middleton","Out",NA,2017-03-15,2017-01-16
"Larry Nance Jr.","Out",NA,2017-01-25,2017-01-16
"Mo Williams","Out",NA,2017-10-25,2017-01-16
"Nikola Pekovic","Out",NA,2017-10-25,2017-01-16
"Quincy Pondexter","Out",NA,2017-04-01,2017-01-16
"Rodney Hood","Out",NA,2017-01-28,2017-01-16
"Tiago Splitter","Out",NA,2017-02-01,2017-01-16
