"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Al-Farouq Aminu","Out","Dec 2",2016-12-10,2016-12-03
"Andrew Bogut","Day-To-Day","Dec 1",2016-12-04,2016-12-03
"Ben Simmons","Out","Dec 1",2017-01-09,2016-12-03
"Blake Griffin","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"Brandon Rush","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"C.J. Miles","Out","Nov 30",2016-12-04,2016-12-03
"Caris LeVert","Out","Dec 2",2016-12-12,2016-12-03
"Chandler Parsons","Out","Dec 2",2016-12-10,2016-12-03
"Channing Frye","Out","Nov 30",2016-12-04,2016-12-03
"Courtney Lee","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Danilo Gallinari","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Darrell Arthur","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"DeMarre Carroll","Day-To-Day","Dec 2",2016-12-04,2016-12-03
"Deron Williams","Day-To-Day","Dec 1",2016-12-04,2016-12-03
"Derrick Williams","Day-To-Day","Dec 2",2016-12-04,2016-12-03
"Devin Harris","Out","Nov 30",2016-12-04,2016-12-03
"Dewayne Dedmon","Out","Nov 29",2016-12-04,2016-12-03
"Dion Waiters","Out","Nov 30",2016-12-14,2016-12-03
"Dirk Nowitzki","Out","Nov 30",2016-12-07,2016-12-03
"Doug McDermott","Out","Nov 30",2016-12-04,2016-12-03
"Dwyane Wade","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Elfrid Payton","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"Gary Harris","Out","Nov 29",2016-12-10,2016-12-03
"Henry Ellenson","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"Ian Mahinmi","Day-To-Day","Nov 30",2016-12-05,2016-12-03
"Iman Shumpert","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"J.J. Redick","Day-To-Day","Dec 2",2016-12-04,2016-12-03
"Jeremy Lamb","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"Jeremy Lin","Out","Nov 30",2016-12-05,2016-12-03
"Jerryd Bayless","Out","Nov 30",2016-12-04,2016-12-03
"Joakim Noah","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Jodie Meeks","Out","Dec 2",2016-12-04,2016-12-03
"Joel Embiid","Day-To-Day","Dec 2",2016-12-05,2016-12-03
"Josh Richardson","Day-To-Day","Nov 30",2016-12-06,2016-12-03
"Juancho Hernangomez","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"Julius Randle","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Justise Winslow","Out","Nov 29",2016-12-06,2016-12-03
"Lance Thomas","Out","Nov 30",2016-12-04,2016-12-03
"Luke Babbitt","Day-To-Day","Dec 2",2016-12-04,2016-12-03
"Manu Ginobili","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Markieff Morris","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Marvin Williams","Out","Dec 3",2016-12-05,2016-12-03
"Mike Conley","Out","Nov 29",2017-01-14,2016-12-03
"Mike Dunleavy","Day-To-Day","Dec 2",2016-12-05,2016-12-03
"Mike Miller","Out","Nov 29",2016-12-04,2016-12-03
"Mike Scott","Out","Nov 30",2016-12-04,2016-12-03
"Nene Hilario","Day-To-Day","Dec 1",2016-12-04,2016-12-03
"Nerlens Noel","Out","Nov 30",2016-12-10,2016-12-03
"Nick Young","Out","Nov 30",2016-12-14,2016-12-03
"Nikola Jokic","Day-To-Day","Dec 2",2016-12-03,2016-12-03
"Pau Gasol","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Paul Millsap","Day-To-Day","Nov 30",2016-12-05,2016-12-03
"Quincy Pondexter","Out","Dec 1",2016-12-31,2016-12-03
"Reggie Bullock","Out","Nov 30",2017-01-31,2016-12-03
"Reggie Jackson","Out","Nov 29",2016-12-04,2016-12-03
"Robert Covington","Day-To-Day","Dec 2",2016-12-04,2016-12-03
"Rondae Hollis-Jefferson","Day-To-Day","Dec 1",2016-12-04,2016-12-03
"Seth Curry","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Tony Parker","Day-To-Day","Nov 30",2016-12-05,2016-12-03
"Trevor Ariza","Day-To-Day","Dec 3",2016-12-04,2016-12-03
"Tyler Johnson","Day-To-Day","Nov 29",2016-12-04,2016-12-03
"Tyreke Evans","Out","Dec 1",2016-12-20,2016-12-03
"Vince Carter","Day-To-Day","Nov 30",2016-12-05,2016-12-03
"Will Barton","Day-To-Day","Nov 30",2016-12-04,2016-12-03
"Willie Reed","Out","Dec 1",2016-12-04,2016-12-03
"Zach Randolph","Out","Nov 30",2016-12-05,2016-12-03
