"PLAYER_FULL_NAME","injury_status","injury_date","return_date","injury_scrape_date"
"Aaron Brooks","Day-To-Day","Jan 26",2017-01-31,2017-01-30
"Al Horford","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Andrew Bogut","Day-To-Day","Jan 30",2017-01-31,2017-01-30
"Anthony Davis","Day-To-Day","Jan 27",2017-01-31,2017-01-30
"Brandan Wright","Out","Jan 29",2017-01-31,2017-01-30
"Brook Lopez","Day-To-Day","Jan 27",2017-01-31,2017-01-30
"Caris LeVert","Day-To-Day","Jan 27",2017-01-31,2017-01-30
"Chandler Parsons","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Cody Zeller","Out","Jan 29",2017-01-31,2017-01-30
"D.J. Augustin","Day-To-Day","Jan 27",2017-01-31,2017-01-30
"D'Angelo Russell","Out","Jan 30",2017-01-31,2017-01-30
"Dante Cunningham","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"David West","Out","Jan 29",2017-01-31,2017-01-30
"Delon Wright","Out","Jan 29",2017-01-31,2017-01-30
"DeMar DeRozan","Out","Jan 29",2017-01-31,2017-01-30
"Demetrius Jackson","Out","Jan 26",2017-01-31,2017-01-30
"Deron Williams","Out","Jan 29",2017-02-01,2017-01-30
"Derrick Rose","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Deyonta Davis","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Dragan Bender","Out","Jan 29",2017-01-31,2017-01-30
"Ed Davis","Out","Jan 30",2017-02-03,2017-01-30
"Emmanuel Mudiay","Out","Jan 30",2017-02-01,2017-01-30
"Enes Kanter","Out","Jan 27",2017-03-08,2017-01-30
"Eric Gordon","Day-To-Day","Jan 27",2017-01-31,2017-01-30
"Evan Fournier","Out","Jan 30",2017-01-31,2017-01-30
"Hassan Whiteside","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Jahlil Okafor","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Jamal Murray","Day-To-Day","Jan 30",2017-01-31,2017-01-30
"JaMychal Green","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Jeremy Lamb","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Joe Harris","Out","Jan 29",2017-02-01,2017-01-30
"Joel Embiid","Out","Jan 30",2017-02-04,2017-01-30
"Jonathon Simmons","Out","Jan 30",2017-01-31,2017-01-30
"Josh Richardson","Out","Jan 28",2017-02-15,2017-01-30
"Julius Randle","Day-To-Day","Jan 30",2017-01-31,2017-01-30
"Kawhi Leonard","Day-To-Day","Jan 26",2017-01-31,2017-01-30
"Kenneth Faried","Day-To-Day","Jan 30",2017-01-31,2017-01-30
"Kevin Love","Day-To-Day","Jan 30",2017-02-01,2017-01-30
"Kevin Seraphin","Out","Jan 30",2017-01-31,2017-01-30
"Lance Thomas","Out","Jan 29",2017-02-04,2017-01-30
"Maurice Harkless","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Michael Gbinije","Out","Jan 27",2017-01-31,2017-01-30
"Mike Muscala","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Monta Ellis","Day-To-Day","Jan 26",2017-01-31,2017-01-30
"Nikola Jokic","Day-To-Day","Jan 30",2017-02-01,2017-01-30
"Omri Casspi","Out","Jan 26",2017-01-31,2017-01-30
"Pierre Jackson","Day-To-Day","Jan 26",2017-01-31,2017-01-30
"Rodney Stuckey","Out","Jan 29",2017-01-31,2017-01-30
"Rondae Hollis-Jefferson","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Rudy Gay","Out","Jan 27",2017-10-25,2017-01-30
"Stephen Curry","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Taj Gibson","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Thabo Sefolosha","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Tiago Splitter","Out","Jan 28",2017-02-15,2017-01-30
"Tim Quarterman","Day-To-Day","Jan 26",2017-01-31,2017-01-30
"Tony Parker","Out","Jan 27",2017-01-31,2017-01-30
"Trevor Booker","Day-To-Day","Jan 28",2017-01-31,2017-01-30
"Troy Daniels","Out","Jan 28",2017-01-31,2017-01-30
"Tyler Johnson","Out","Jan 30",2017-01-31,2017-01-30
"Wesley Matthews","Day-To-Day","Jan 29",2017-01-31,2017-01-30
"Wilson Chandler","Day-To-Day","Jan 30",2017-01-31,2017-01-30
"Avery Bradley","Out",NA,2017-01-31,2017-01-30
"Ben Simmons","Out",NA,2017-02-24,2017-01-30
"Brice Johnson","Out",NA,2017-02-08,2017-01-30
"C.J. Wilcox","Out",NA,2017-02-01,2017-01-30
"Chris Andersen","Out",NA,2017-10-25,2017-01-30
"Chris Bosh","Out",NA,2017-10-25,2017-01-30
"Chris Paul","Out",NA,2017-03-01,2017-01-30
"Derrick Favors","Out",NA,2017-01-31,2017-01-30
"Festus Ezeli","Out",NA,2017-07-01,2017-01-30
"Ian Mahinmi","Out",NA,2017-02-15,2017-01-30
"J.J. Barea","Out",NA,2017-02-24,2017-01-30
"J.R. Smith","Out",NA,2017-04-01,2017-01-30
"Jeremy Lin","Out",NA,2017-02-15,2017-01-30
"Jerryd Bayless","Out",NA,2017-10-25,2017-01-30
"Jodie Meeks","Out",NA,2017-03-01,2017-01-30
"Josh McRoberts","Out",NA,2017-03-01,2017-01-30
"Justise Winslow","Out",NA,2017-10-25,2017-01-30
"Khris Middleton","Out",NA,2017-02-13,2017-01-30
"Nikola Pekovic","Out",NA,2017-10-25,2017-01-30
"Pau Gasol","Out",NA,2017-02-15,2017-01-30
"Quincy Pondexter","Out",NA,2017-04-01,2017-01-30
